Diện tích,Phòng ngủ,Số tầng,Số toilet,Số phòng khách,Loại địa ốc,Địa chỉ,Pháp lý,Hướng nhà,Đường trước nhà,Giá nhà,tag
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 300 triệu,dong_thap
183m2,,,,,Bán nhà riêng,,,,,2 tỷ 300 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 300 triệu,dong_thap
38m2,,,,,Bán căn hộ chung cư,,Sổ hồng,,10m - 15m,116 triệu,dong_thap
58m2,,,,,Bán căn hộ chung cư,,,,,400 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 350 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 300 triệu,dong_thap
100m2,,,,,Bán biệt thự,,,,,1 tỷ 400 triệu,dong_thap
185m2,2 PN,1 tầng,3.0,3.0,Bán nhà phố dự án,,Sổ hồng,Đông,7m,2 tỷ 400 triệu,dong_thap
183m2,3 PN,1 tầng,3.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,8m,2 tỷ 400 triệu,dong_thap
182m2,,,,,Bán nhà riêng,,,,,2 tỷ 400 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 300 triệu,dong_thap
115m2,2 PN,2 tầng,2.0,,Bán nhà phố dự án,,Sổ hồng,,,630 triệu,dong_thap
75m2,,,,,Bán đất thổ cư,,,,,500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,8m,1 tỷ 300 triệu,dong_thap
630m2,,,,,Bán đất thổ cư,,,,,4 triệu /m2,dong_thap
115m2,,,,,Bán nhà phố dự án,,,,,2 tỷ 800 triệu,dong_thap
64.8m2,,,,,Bán nhà phố dự án,,Sổ hồng,,,4 tỷ 500 triệu,dong_thap
674m2,19 PN,5 tầng,21.0,19.0,Bán nhà phố dự án,,Sổ hồng,Đông,6m,12 tỷ,dong_thap
37m2,,,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,10m - 15m,390 triệu,dong_thap
37m2,,,,,Bán căn hộ chung cư,,,,,390 triệu,dong_thap
46m2,,10 tầng,,,Bán căn hộ chung cư,,Sổ hồng,,,690 triệu,dong_thap
39m2,3 PN,10 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,10m - 15m,390 triệu,dong_thap
46m2,2 PN,9 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,,690 triệu,dong_thap
39m2,2 PN,10 tầng,1.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,10m - 15m,390 triệu,dong_thap
150m2,,,,,Bán đất thổ cư,,,,,1 tỷ 100 triệu,dong_thap
17000m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,,5m,3 tỷ 500 triệu,dong_thap
630m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,5m,9 tỷ 300 triệu,dong_thap
98m2,,,,,Bán nhà phố dự án,,,,,7 tỷ 600 triệu,dong_thap
806m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,5m,1 tỷ 300 triệu,dong_thap
700m2,,,1.0,,"Bán kho, nhà xưởng",,Sổ hồng,,15m - 20m,11 triệu /m2,dong_thap
570m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Đông Nam,20m - 30m,18 triệu /m2,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,4m,640 triệu,dong_thap
74m2,,,,,Bán đất thổ cư,,Sổ hồng,,5m,620 triệu,dong_thap
210m2,,,,,Bán nhà riêng,,Sổ hồng,,6m,1 tỷ 550 triệu,dong_thap
110m2,2 PN,1 tầng,1.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Nam,5m,765 triệu,dong_thap
360m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,8m,5 tỷ,dong_thap
180m2,,,,,Bán đất thổ cư,,Sổ hồng,,8m,570 triệu,dong_thap
180m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,570 triệu,dong_thap
10000m2,,,,,Bán đất thổ cư,,,,,3 tỷ 650 triệu,dong_thap
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,,,650 triệu,dong_thap
180m2,,,,,Bán đất thổ cư,,Sổ hồng,,,630 triệu,dong_thap
1098m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,3 tỷ,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,220 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,220 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,5 tỷ 140 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,514 triệu,dong_thap
123m2,,,,,Bán đất thổ cư,,Giấy đỏ,,,600 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,2 tỷ 100 triệu,dong_thap
62m2,,,,,Bán đất thổ cư,,Giấy đỏ,,6m,720 triệu,dong_thap
108m2,,,,,Bán nhà phố dự án,,Sổ hồng,,,2 tỷ 100 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,4m,115 triệu,dong_thap
100m2,,,,,Bán nhà phố dự án,,Sổ hồng,,,2 tỷ,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,220 triệu,dong_thap
80m2,,,,,Bán nhà riêng,,Sổ hồng,,,720 triệu,dong_thap
100m2,3 PN,1 tầng,3.0,1.0,Bán nhà phố dự án,,Sổ hồng,,6m,2 tỷ 8 triệu,dong_thap
1663m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
1666m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,1 tỷ 500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
115m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,3 triệu",dong_thap
100m2,,,,,Bán đất nền dự án,,Sổ hồng,,,1 tỷ 250 triệu,dong_thap
10500m2,,,,,,,,,,4 tỷ 200 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,1 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ 124 triệu,dong_thap
324m2,,,,,Bán nhà phố dự án,,Giấy tờ hợp lệ,,4m,7 tỷ 500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 250 triệu,dong_thap
100m2,,,,,Bán nhà phố dự án,,Sổ hồng,,10m,1 tỷ 150 triệu,dong_thap
1146m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,1 tỷ 400 triệu,dong_thap
522m2,,,,,Bán nhà hàng - Khách sạn,,Giấy đỏ,,,16 tỷ 500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,4 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,4 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
115m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,3 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,4 triệu",dong_thap
156m2,,,,,Bán nhà phố dự án,,Sổ hồng,,,3 tỷ 500 triệu,dong_thap
105m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 128 triệu,dong_thap
105m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 128 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
9474m2,,,,,Bán đất thổ cư,,,,,2 tỷ 370 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,1 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,1 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,3 triệu",dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 350 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 350 triệu,dong_thap
150m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,7m,630 triệu,dong_thap
114m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Bắc,6m,520 triệu,dong_thap
115m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,3 triệu",dong_thap
180m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,580 triệu,dong_thap
84m2,,,,,Bán nhà phố dự án,,,,,1 tỷ 300 triệu,dong_thap
105m2,,,,,Bán đất thổ cư,,Sổ hồng,,,"1,4 triệu",dong_thap
110m2,3 PN,2 tầng,4.0,1.0,Bán đất thổ cư,,Sổ hồng,Tây Bắc,7m,1 tỷ,dong_thap
108m2,3 PN,2 tầng,4.0,1.0,Bán đất thổ cư,,Sổ hồng,Đông Nam,7m,1 tỷ,dong_thap
100m2,,,,,Bán đất thổ cư,,,,,1 tỷ,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
121m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Nam,2m,2 tỷ 900 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
108m2,,,,,Bán nhà phố dự án,,,,,1 tỷ,dong_thap
150m2,,3 tầng,,,Bán nhà phố dự án,,Giấy đỏ,Đông,,1 tỷ,dong_thap
100m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,5m,1 tỷ,dong_thap
100m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,5m,1 tỷ,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,20m - 30m,550 triệu,dong_thap
121m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,2m,1 tỷ 70 triệu,dong_thap
132m2,3 PN,2 tầng,4.0,1.0,Bán nhà riêng,,Sổ hồng,Đông Bắc,6m,1 tỷ,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
122m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Nam,2m,2 tỷ 900 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,30m - 50m,550 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
90m2,,3 tầng,,,Bán nhà phố dự án,,Giấy đỏ,Không xác định,,1 tỷ,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
150m2,,2 tầng,,,Bán nhà phố dự án,,Giấy đỏ,Nam,10m,2 tỷ 900 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
150m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,5m,1 tỷ,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,50m - 70m,550 triệu,dong_thap
135m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,50m - 70m,1 tỷ 300 triệu,dong_thap
110m2,,,,,Bán nhà phố dự án,,Sổ hồng,,7m,1 tỷ 990 triệu,dong_thap
308m2,,2 tầng,,,Bán nhà riêng,,Sổ hồng,,20m - 30m,4 tỷ 500 triệu,dong_thap
85m2,,,,,Bán nhà riêng,,,,,1 tỷ,dong_thap
100m2,4 PN,1 tầng,3.0,1.0,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m - 15m,1 tỷ 900 triệu,dong_thap
50m2,2 PN,,2.0,1.0,Bán căn hộ chung cư,,Sổ hồng,,20m - 30m,700 triệu,dong_thap
121m2,,1 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,10m - 15m,1 tỷ 990 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,30m - 50m,500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,30m - 50m,500 triệu,dong_thap
100m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,10m - 15m,2 tỷ 900 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,30m - 50m,550 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,50m - 70m,590 triệu,dong_thap
121m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,3m,2 tỷ 900 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,30m - 50m,500 triệu,dong_thap
90m2,,3 tầng,,1.0,Bán nhà phố dự án,,Giấy đỏ,Không xác định,,3 tỷ,dong_thap
150m2,,2 tầng,,,Bán nhà phố dự án,,Giấy đỏ,Đông Nam,2m,3 tỷ,dong_thap
150m2,,2 tầng,,,Bán nhà phố dự án,,Giấy đỏ,Đông Nam,2m,3 tỷ,dong_thap
121m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Bắc,3m,2 tỷ 900 triệu,dong_thap
80m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,30m - 50m,550 triệu,dong_thap
120m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Bắc,3m,2 tỷ 900 triệu,dong_thap
121m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,Đông Nam,2m,2 tỷ 900 triệu,dong_thap
424.5m2,,,,,Bán đất thổ cư,,,,,1 tỷ 70 triệu,dong_thap
333m2,,,,,Bán nhà phố dự án,,,,,895 triệu,dong_thap
480m2,,,,,Bán đất thổ cư,,,,,1 tỷ 250 triệu,dong_thap
127m2,,,,,Bán đất thổ cư,,,,,550 triệu,dong_thap
105m2,,,,,Bán đất thổ cư,,Sổ hồng,,8m,1 tỷ 200 triệu,dong_thap
205m2,,,,,Bán đất thổ cư,,,,,670 triệu,dong_thap
121m2,,2 tầng,,,Bán nhà phố dự án,,Sổ hồng,,30m - 50m,4 tỷ 990 triệu,dong_thap
100m2,,,,1.0,Bán nhà phố dự án,,Sổ hồng,,20m - 30m,7 tỷ 600 triệu,dong_thap
435.6m2,,,,,Bán nhà phố dự án,,Sổ hồng,,8m,5 tỷ 900 triệu,dong_thap
1100m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,10m - 15m,1 tỷ 850 triệu,dong_thap
95m2,2 PN,,1.0,1.0,Bán nhà riêng,,Sổ hồng,,,1 tỷ 490 triệu,dong_thap
770m2,,,,,Bán đất thổ cư,,Sổ hồng,Nam,20m - 30m,"9,7 triệu /m2",dong_thap
6600m2,,,,,Bán đất thổ cư,,Sổ hồng,,3m,850 triệu,dong_thap
99.4m2,4 PN,,5.0,1.0,Bán nhà phố dự án,,Sổ hồng,,7m,5 tỷ 500 triệu,dong_thap
167m2,,,,,Bán đất thổ cư,,,,,750 triệu,dong_thap
90m2,4 PN,,3.0,,Bán nhà phố dự án,,,Tây Bắc,10m - 15m,3 tỷ 700 triệu,dong_thap
90m2,3 PN,3 tầng,3.0,,Bán nhà riêng,,Sổ hồng,,,1 tỷ 150 triệu,dong_thap
352m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,860 triệu,dong_thap
300000m2,,,,,Bán đất thổ cư,,,,,6 tỷ,dong_thap
90m2,3 PN,3 tầng,3.0,,Bán nhà riêng,,Sổ hồng,,,1 tỷ 350 triệu,dong_thap
258m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,,,705 triệu,dong_thap
90m2,,,3.0,3.0,Bán nhà phố dự án,,Sổ hồng,,10m - 15m,1 tỷ 470 triệu,dong_thap
90m2,3 PN,3 tầng,3.0,,Bán nhà phố dự án,,Sổ hồng,,,1 tỷ 680 triệu,dong_thap
90m2,4 PN,,3.0,,Bán nhà phố dự án,,Sổ hồng,,10m - 15m,1 tỷ 194 triệu,dong_thap
125m2,,,,,Bán đất thổ cư,,Sổ hồng,,,550 triệu,dong_thap
90m2,3 PN,,3.0,,Bán nhà phố dự án,,Sổ hồng,,10m - 15m,1 tỷ 194 triệu,dong_thap
250m2,5 PN,4 tầng,5.0,1.0,Bán nhà phố dự án,,Sổ hồng,,20m - 30m,3 tỷ 150 triệu,dong_thap
95m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m,550 triệu,dong_thap
90m2,,,,,Bán đất thổ cư,,,,10m - 15m,1 tỷ 732 triệu,dong_thap
150m2,,,,,Bán đất thổ cư,,,,,565 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Nam,4m,500 triệu,dong_thap
110m2,,,,,Bán đất thổ cư,,Sổ hồng,,,520 triệu,dong_thap
168m2,,,,,Bán đất thổ cư,,,,,450 triệu,dong_thap
240m2,,,,,Bán đất thổ cư,,,,,470 triệu,dong_thap
140m2,,,,,Bán đất thổ cư,,,,,420 triệu,dong_thap
158m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,430 triệu,dong_thap
191m2,,,,,Bán nhà phố dự án,,,,,1 tỷ 600 triệu,dong_thap
152m2,,,,,Bán nhà riêng,,,,,2 tỷ 700 triệu,dong_thap
30000m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,,10m - 15m,1 triệu /m2,dong_thap
551m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,20m - 30m,7 tỷ,dong_thap
5000m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây Bắc,15m - 20m,45 tỷ,dong_thap
446m2,,,,,Bán đất thổ cư,,,,,1 tỷ 265 triệu,dong_thap
90m2,4 PN,3 tầng,4.0,,Bán nhà phố dự án,,Sổ hồng,Tây Bắc,10m,3 tỷ 700 triệu,dong_thap
90m2,,,,,Bán đất thổ cư,,,,,1 tỷ 225 triệu,dong_thap
106m2,,,,,Bán đất thổ cư,,Giấy đỏ,,7m,500 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,490 triệu,dong_thap
106m2,,,,,Bán đất thổ cư,,Sổ hồng,,7m,506 triệu,dong_thap
106m2,,,,,Bán đất thổ cư,,Sổ hồng,,7m,500 triệu,dong_thap
210m2,,,,,Bán đất thổ cư,,,,,660 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Giấy đỏ,,7m,490 triệu,dong_thap
133m2,,,,,Bán đất thổ cư,,Sổ hồng,Bắc,8m,1 tỷ 250 triệu,dong_thap
171m2,,,,,Bán đất thổ cư,,Sổ hồng,,7m,490 triệu,dong_thap
90m2,4 PN,,3.0,,Bán nhà phố dự án,,Giấy tờ hợp lệ,,10m - 15m,3 tỷ 700 triệu,dong_thap
90m2,4 PN,,3.0,,Bán nhà phố dự án,,,Tây Bắc,10m,3 tỷ 700 triệu,dong_thap
85m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông,4m,400 triệu,dong_thap
85m2,,,,,Bán đất thổ cư,,Giấy đỏ,Đông,4m,400 triệu,dong_thap
125m2,,,,,Bán đất thổ cư,,Sổ hồng,,6m,400 triệu,dong_thap
85m2,,,,,Bán đất thổ cư,,Giấy tờ hợp lệ,Đông,4m,420 triệu,dong_thap
1778m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,10m - 15m,4 tỷ 700 triệu,dong_thap
100m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,685 triệu,dong_thap
98.9m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông,3m,900 triệu,dong_thap
120m2,,,,,Bán đất thổ cư,,Sổ hồng,,4m,450 triệu,dong_thap
135m2,,,,,Bán đất thổ cư,,Sổ hồng,,,1 tỷ 650 triệu,dong_thap
336542m2,,,,,Bán đất thổ cư,,Sổ hồng,,10m - 15m,110 tỷ,dong_thap
150m2,,,,,Bán đất thổ cư,,Sổ hồng,,8m,795 triệu,dong_thap
200m2,4 PN,2 tầng,4.0,2.0,Bán biệt thự,,Sổ hồng,Đông Nam,20m - 30m,43 triệu /m2,dong_thap
220m2,,4 tầng,,,Bán biệt thự,,Sổ hồng,,20m - 30m,10 tỷ,dong_thap
200m2,2 PN,2 tầng,2.0,1.0,Bán biệt thự,,Sổ hồng,Nam,15m - 20m,10 tỷ 500 triệu,dong_thap
60.75m2,3 PN,3 tầng,,,Bán nhà phố dự án,,Sổ hồng,,10m - 15m,2 tỷ 990 triệu,dong_thap
100m2,5 PN,2 tầng,3.0,1.0,Bán nhà phố dự án,,Sổ hồng,Đông,10m,8.700 tỷ,dong_thap
120m2,,,,,Bán đất thổ cư,,Sổ hồng,,3m,690 triệu,dong_thap
200m2,,,,,Bán đất thổ cư,,Sổ hồng,,4m,760 triệu,dong_thap
482m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Đông Nam,4m,1 tỷ,dong_thap
482m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Đông Nam,4m,1 tỷ,dong_thap
350m2,,,,,Bán đất thổ cư,,,,,1 tỷ 300 triệu,dong_thap
300m2,,,,,Bán đất thổ cư,,,,,950 triệu,dong_thap
284m2,,,,,Bán đất thổ cư,,,,,450 triệu,dong_thap
216.6m2,,,,,Bán đất thổ cư,,,,,650 triệu,dong_thap
380m2,,,,,Bán đất thổ cư,,,,,1 tỷ 150 triệu,dong_thap
72m2,,,,,Bán đất thổ cư,,,,,450 triệu,dong_thap
2683m2,,,,,"Bán đất nông, lâm nghiệp",,,,,1 tỷ 750 triệu,dong_thap
912.2m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,900 triệu,dong_thap
181.8m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,580 triệu,dong_thap
195m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,1 tỷ 200 triệu,dong_thap
265m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,800 triệu,dong_thap
388m2,,,,,Bán nhà riêng,,Giấy tờ hợp lệ,,,1 tỷ 200 triệu,dong_thap
131.1m2,,,,,Bán nhà riêng,,Giấy tờ hợp lệ,,,330 triệu,dong_thap
174m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,600 triệu,dong_thap
393m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,1 tỷ 500 triệu,dong_thap
1100m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,4 tỷ,dong_thap
1700m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,380 triệu,dong_thap
1800m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,100m - 200m,2 tỷ 200 triệu,dong_thap
378m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,3 tỷ,dong_thap
2100m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,2 tỷ 100 triệu,dong_thap
3800m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,3 tỷ,dong_thap
216m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,Tây Bắc,,690 triệu,dong_thap
512.8m2,,,,,Bán nhà riêng,,Giấy tờ hợp lệ,,,5 tỷ 200 triệu,dong_thap
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,300 triệu,dong_thap
5031.3m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,3 tỷ 100 triệu,dong_thap
3175.8m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,2 tỷ 400 triệu,dong_thap
73.4m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,466 triệu,dong_thap
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,300 triệu,dong_thap
386m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,Tây,30m - 50m,800 triệu,dong_thap
203.9m2,,,,,Bán đất thổ cư,,,,,1 tỷ 100 triệu,dong_thap
202.9m2,,,,,Bán nhà phố dự án,,,,10m,1 tỷ 250 triệu,dong_thap
300m2,2 PN,,1.0,1.0,Bán đất thổ cư,,,Bắc,,960 triệu,dong_thap
300m2,,,,,Bán đất thổ cư,,,,,950 triệu,dong_thap
284m2,,,,,"Bán đất nông, lâm nghiệp",,,Tây Bắc,4m,450 triệu,dong_thap
162m2,3 PN,,1.0,1.0,Bán nhà phố dự án,,,Tây Bắc,,2 tỷ,dong_thap
216.6m2,,,,,Bán nhà phố dự án,,,,,650 triệu,dong_thap
714m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,,3m,829 triệu,dong_thap
957.8m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,10 tỷ,dong_thap
4190m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,1 tỷ 750 triệu,dong_thap
1300m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,3 tỷ 800 triệu,dong_thap
481.8m2,,,,,"Bán đất nông, lâm nghiệp",,Sổ hồng,Đông Nam,3m,1 triệu /m2,dong_thap
2600m2,,,,,Bán đất thổ cư,,Sổ hồng,Tây,5m,2 tỷ 390 triệu,dong_thap
640m2,,,,,Bán đất thổ cư,,Sổ hồng,Đông Nam,,2 tỷ 700 triệu,dong_thap
912.2m2,,,,,Bán đất thổ cư,,Giấy tờ hợp lệ,,,900 triệu,dong_thap
1000m2,,,,,Bán đất thổ cư,,Giấy tờ hợp lệ,,,550 triệu,dong_thap
22.3m2,,,,,Bán nhà riêng,,Giấy tờ hợp lệ,,100m - 200m,460 triệu,dong_thap
2700m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,750 triệu,dong_thap
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,400 triệu,dong_thap
1000m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,100m - 200m,295 triệu,dong_thap
1400m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,1 tỷ 600 triệu,dong_thap
260m2,,,,,"Bán đất nông, lâm nghiệp",,Giấy tờ hợp lệ,,,2 tỷ 300 triệu,dong_thap
